date,material_id,units_used,current_stock
2024-01-05,MAT_09,730,19785
2024-01-06,MAT_09,666,19119
2024-01-07,MAT_09,761,18358
2024-01-08,MAT_09,943,17415
2024-01-09,MAT_09,1059,16356
2024-01-10,MAT_09,1043,15313
2024-01-11,MAT_09,891,14422
2024-01-12,MAT_09,1005,13417
2024-01-13,MAT_09,694,12723
2024-01-14,MAT_09,929,11794
2024-01-15,MAT_09,986,10808
2024-01-16,MAT_09,1139,9669
2024-01-17,MAT_09,1018,8651
2024-01-18,MAT_09,977,7674
2024-01-19,MAT_09,884,6790
2024-01-20,MAT_09,771,6019
2024-01-21,MAT_09,861,5158
2024-01-22,MAT_09,1084,4074
2024-01-23,MAT_09,940,3134
2024-01-24,MAT_09,1024,15159
2024-01-25,MAT_09,947,14212
2024-01-26,MAT_09,896,13316
2024-01-27,MAT_09,825,12491
2024-01-28,MAT_09,933,11558
2024-01-29,MAT_09,974,10584
2024-01-30,MAT_09,1102,9482
2024-01-31,MAT_09,1139,8343
2024-02-01,MAT_09,2428,5915
2024-02-02,MAT_09,2267,3648
2024-02-03,MAT_09,1947,1701
2024-02-04,MAT_09,2365,0
2024-02-05,MAT_09,2785,0
2024-02-06,MAT_09,1160,0
2024-02-07,MAT_09,1146,11903
2024-02-08,MAT_09,1113,10790
2024-02-09,MAT_09,853,9937
2024-02-10,MAT_09,897,9040
2024-02-11,MAT_09,845,8195
2024-02-12,MAT_09,1058,7137
2024-02-13,MAT_09,1055,6082
2024-02-14,MAT_09,1117,4965
2024-02-15,MAT_09,916,4049
2024-02-16,MAT_09,866,3183
2024-02-17,MAT_09,931,15301
2024-02-18,MAT_09,852,14449
2024-02-19,MAT_09,1125,13324
2024-02-20,MAT_09,1054,12270
2024-02-21,MAT_09,1204,11066
2024-02-22,MAT_09,1030,10036
2024-02-23,MAT_09,1019,9017
2024-02-24,MAT_09,784,8233
2024-02-25,MAT_09,905,7328
2024-02-26,MAT_09,975,6353
2024-02-27,MAT_09,1230,5123
2024-02-28,MAT_09,1220,3903
2024-02-29,MAT_09,1004,2899
2024-03-01,MAT_09,982,14966
2024-03-02,MAT_09,864,14102
2024-03-03,MAT_09,1041,13061
2024-03-04,MAT_09,1173,11888
2024-03-05,MAT_09,1041,10847
2024-03-06,MAT_09,1265,9582
2024-03-07,MAT_09,1052,8530
2024-03-08,MAT_09,990,7540
2024-03-09,MAT_09,946,6594
2024-03-10,MAT_09,1128,5466
2024-03-11,MAT_09,986,4480
2024-03-12,MAT_09,1249,3231
2024-03-13,MAT_09,1101,2130
2024-03-14,MAT_09,1025,14154
2024-03-15,MAT_09,1024,13130
2024-03-16,MAT_09,954,12176
2024-03-17,MAT_09,732,11444
2024-03-18,MAT_09,1182,10262
2024-03-19,MAT_09,998,9264
2024-03-20,MAT_09,1197,8067
2024-03-21,MAT_09,1255,6812
2024-03-22,MAT_09,1220,5592
2024-03-23,MAT_09,926,4666
2024-03-24,MAT_09,859,3807
2024-03-25,MAT_09,1198,2609
2024-03-26,MAT_09,1263,14395
2024-03-27,MAT_09,1171,13224
2024-03-28,MAT_09,1090,12134
2024-03-29,MAT_09,968,11166
2024-03-30,MAT_09,930,10236
2024-03-31,MAT_09,1013,9223
2024-04-01,MAT_09,1038,8185
2024-04-02,MAT_09,1151,7034
2024-04-03,MAT_09,1270,5764
2024-04-04,MAT_09,1015,4749
2024-04-05,MAT_09,998,3751
2024-04-06,MAT_09,814,2937
2024-04-07,MAT_09,994,14992
2024-04-08,MAT_09,917,14075
2024-04-09,MAT_09,1265,12810
2024-04-10,MAT_09,1098,11712
2024-04-11,MAT_09,987,10725
2024-04-12,MAT_09,995,9730
2024-04-13,MAT_09,1105,8625
2024-04-14,MAT_09,1042,7583
2024-04-15,MAT_09,914,6669
2024-04-16,MAT_09,1066,5603
2024-04-17,MAT_09,1172,4431
2024-04-18,MAT_09,1330,3101
2024-04-19,MAT_09,939,2162
2024-04-20,MAT_09,868,14343
2024-04-21,MAT_09,1106,13237
2024-04-22,MAT_09,1091,12146
2024-04-23,MAT_09,1266,10880
2024-04-24,MAT_09,1135,9745
2024-04-25,MAT_09,1117,8628
2024-04-26,MAT_09,1126,7502
2024-04-27,MAT_09,927,6575
2024-04-28,MAT_09,1060,5515
2024-04-29,MAT_09,1097,4418
2024-04-30,MAT_09,1073,3345
2024-05-01,MAT_09,1185,2160
2024-05-02,MAT_09,1200,14009
2024-05-03,MAT_09,1057,12952
2024-05-04,MAT_09,923,12029
2024-05-05,MAT_09,785,11244
2024-05-06,MAT_09,893,10351
2024-05-07,MAT_09,1012,9339
2024-05-08,MAT_09,1128,8211
2024-05-09,MAT_09,1067,7144
2024-05-10,MAT_09,856,6288
2024-05-11,MAT_09,1000,5288
2024-05-12,MAT_09,824,4464
2024-05-13,MAT_09,914,3550
2024-05-14,MAT_09,1141,15458
2024-05-15,MAT_09,1241,14217
2024-05-16,MAT_09,1261,12956
2024-05-17,MAT_09,1017,11939
2024-05-18,MAT_09,1031,10908
2024-05-19,MAT_09,811,10097
2024-05-20,MAT_09,1203,8894
2024-05-21,MAT_09,953,7941
2024-05-22,MAT_09,1093,6848
2024-05-23,MAT_09,1112,5736
2024-05-24,MAT_09,808,4928
2024-05-25,MAT_09,793,4135
2024-05-26,MAT_09,801,3334
2024-05-27,MAT_09,968,15415
2024-05-28,MAT_09,1217,14198
2024-05-29,MAT_09,1117,13081
2024-05-30,MAT_09,1002,12079
2024-05-31,MAT_09,675,11404
2024-06-01,MAT_09,892,10512
2024-06-02,MAT_09,942,9570
2024-06-03,MAT_09,825,8745
2024-06-04,MAT_09,1065,7680
2024-06-05,MAT_09,1110,6570
2024-06-06,MAT_09,1103,5467
2024-06-07,MAT_09,839,4628
2024-06-08,MAT_09,1796,2832
2024-06-09,MAT_09,1935,897
2024-06-10,MAT_09,2531,11415
2024-06-11,MAT_09,2717,8698
2024-06-12,MAT_09,2547,6151
2024-06-13,MAT_09,2586,3565
2024-06-14,MAT_09,1604,1961
2024-06-15,MAT_09,2083,0
2024-06-16,MAT_09,728,0
2024-06-17,MAT_09,1077,0
2024-06-18,MAT_09,929,0
2024-06-19,MAT_09,969,12080
2024-06-20,MAT_09,1018,11062
2024-06-21,MAT_09,910,10152
2024-06-22,MAT_09,739,9413
2024-06-23,MAT_09,832,8581
2024-06-24,MAT_09,941,7640
2024-06-25,MAT_09,1030,6610
2024-06-26,MAT_09,983,5627
2024-06-27,MAT_09,987,4640
2024-06-28,MAT_09,949,3691
2024-06-29,MAT_09,645,16095
2024-06-30,MAT_09,700,15395
2024-07-01,MAT_09,874,14521
2024-07-02,MAT_09,878,13643
2024-07-03,MAT_09,835,12808
2024-07-04,MAT_09,1012,11796
2024-07-05,MAT_09,606,11190
2024-07-06,MAT_09,691,10499
2024-07-07,MAT_09,813,9686
2024-07-08,MAT_09,869,8817
2024-07-09,MAT_09,910,7907
2024-07-10,MAT_09,870,7037
2024-07-11,MAT_09,921,6116
2024-07-12,MAT_09,688,5428
2024-07-13,MAT_09,723,4705
2024-07-14,MAT_09,734,3971
2024-07-15,MAT_09,833,16187
2024-07-16,MAT_09,863,15324
2024-07-17,MAT_09,1117,14207
2024-07-18,MAT_09,897,13310
2024-07-19,MAT_09,725,12585
2024-07-20,MAT_09,698,11887
2024-07-21,MAT_09,629,11258
2024-07-22,MAT_09,761,10497
2024-07-23,MAT_09,1101,9396
2024-07-24,MAT_09,848,8548
2024-07-25,MAT_09,834,7714
2024-07-26,MAT_09,685,7029
2024-07-27,MAT_09,560,6469
2024-07-28,MAT_09,709,5760
2024-07-29,MAT_09,774,4986
2024-07-30,MAT_09,949,4037
2024-07-31,MAT_09,962,16124
2024-08-01,MAT_09,896,15228
2024-08-02,MAT_09,621,14607
2024-08-03,MAT_09,683,13924
2024-08-04,MAT_09,707,13217
2024-08-05,MAT_09,659,12558
2024-08-06,MAT_09,819,11739
2024-08-07,MAT_09,743,10996
2024-08-08,MAT_09,854,10142
2024-08-09,MAT_09,737,9405
2024-08-10,MAT_09,730,8675
2024-08-11,MAT_09,608,8067
2024-08-12,MAT_09,767,7300
2024-08-13,MAT_09,913,6387
2024-08-14,MAT_09,784,5603
2024-08-15,MAT_09,697,4906
2024-08-16,MAT_09,597,17358
2024-08-17,MAT_09,556,16802
2024-08-18,MAT_09,534,16268
2024-08-19,MAT_09,650,15618
2024-08-20,MAT_09,885,14733
2024-08-21,MAT_09,823,13910
2024-08-22,MAT_09,785,13125
2024-08-23,MAT_09,595,12530
2024-08-24,MAT_09,516,12014
2024-08-25,MAT_09,617,11397
2024-08-26,MAT_09,703,10694
2024-08-27,MAT_09,860,9834
2024-08-28,MAT_09,929,8905
2024-08-29,MAT_09,683,8222
2024-08-30,MAT_09,702,7520
2024-08-31,MAT_09,461,7059
2024-09-01,MAT_09,759,6300
2024-09-02,MAT_09,610,5690
2024-09-03,MAT_09,839,4851
2024-09-04,MAT_09,708,17192
2024-09-05,MAT_09,717,16475
2024-09-06,MAT_09,750,15725
2024-09-07,MAT_09,472,15253
2024-09-08,MAT_09,759,14494
2024-09-09,MAT_09,667,13827
2024-09-10,MAT_09,853,12974
2024-09-11,MAT_09,1727,11247
2024-09-12,MAT_09,1587,9660
2024-09-13,MAT_09,1006,8654
2024-09-14,MAT_09,1029,7625
2024-09-15,MAT_09,662,6963
2024-09-16,MAT_09,629,6334
2024-09-17,MAT_09,773,5561
2024-09-18,MAT_09,650,4911
2024-09-19,MAT_09,667,4244
2024-09-20,MAT_09,697,16596
2024-09-21,MAT_09,417,16179
2024-09-22,MAT_09,615,15564
2024-09-23,MAT_09,670,14894
2024-09-24,MAT_09,735,14159
2024-09-25,MAT_09,756,13403
2024-09-26,MAT_09,667,12736
2024-09-27,MAT_09,561,12175
2024-09-28,MAT_09,606,11569
2024-09-29,MAT_09,513,11056
2024-09-30,MAT_09,810,10246
2024-10-01,MAT_09,781,9465
2024-10-02,MAT_09,730,8735
2024-10-03,MAT_09,794,7941
2024-10-04,MAT_09,650,7291
2024-10-05,MAT_09,382,6909
2024-10-06,MAT_09,461,6448
2024-10-07,MAT_09,644,5804
2024-10-08,MAT_09,618,18235
2024-10-09,MAT_09,964,17271
2024-10-10,MAT_09,783,16488
2024-10-11,MAT_09,598,15890
2024-10-12,MAT_09,499,15391
2024-10-13,MAT_09,503,14888
2024-10-14,MAT_09,487,14401
2024-10-15,MAT_09,610,13791
2024-10-16,MAT_09,953,12838
2024-10-17,MAT_09,854,11984
2024-10-18,MAT_09,555,11429
2024-10-19,MAT_09,615,10814
2024-10-20,MAT_09,606,10208
2024-10-21,MAT_09,720,9488
2024-10-22,MAT_09,645,8843
2024-10-23,MAT_09,638,8205
2024-10-24,MAT_09,829,7376
2024-10-25,MAT_09,442,6934
2024-10-26,MAT_09,533,6401
2024-10-27,MAT_09,540,5861
2024-10-28,MAT_09,636,18274
2024-10-29,MAT_09,807,17467
2024-10-30,MAT_09,748,16719
2024-10-31,MAT_09,772,15947
2024-11-01,MAT_09,639,15308
2024-11-02,MAT_09,740,14568
2024-11-03,MAT_09,465,14103
2024-11-04,MAT_09,692,13411
2024-11-05,MAT_09,831,12580
2024-11-06,MAT_09,798,11782
2024-11-07,MAT_09,636,11146
2024-11-08,MAT_09,751,10395
2024-11-09,MAT_09,602,9793
2024-11-10,MAT_09,490,9303
2024-11-11,MAT_09,743,8560
2024-11-12,MAT_09,958,7602
2024-11-13,MAT_09,834,6768
2024-11-14,MAT_09,769,5999
2024-11-15,MAT_09,795,5204
2024-11-16,MAT_09,506,17747
2024-11-17,MAT_09,769,16978
2024-11-18,MAT_09,808,16170
2024-11-19,MAT_09,748,15422
2024-11-20,MAT_09,798,14624
2024-11-21,MAT_09,743,13881
2024-11-22,MAT_09,519,13362
2024-11-23,MAT_09,633,12729
2024-11-24,MAT_09,562,12167
2024-11-25,MAT_09,769,11398
2024-11-26,MAT_09,736,10662
2024-11-27,MAT_09,957,9705
2024-11-28,MAT_09,874,8831
2024-11-29,MAT_09,638,8193
2024-11-30,MAT_09,663,7530
2024-12-01,MAT_09,668,6862
2024-12-02,MAT_09,895,5967
2024-12-03,MAT_09,781,5186
2024-12-04,MAT_09,886,4300
2024-12-05,MAT_09,777,16572
2024-12-06,MAT_09,727,15845
2024-12-07,MAT_09,702,15143
2024-12-08,MAT_09,627,14516
2024-12-09,MAT_09,758,13758
2024-12-10,MAT_09,979,12779
2024-12-11,MAT_09,1042,11737
2024-12-12,MAT_09,900,10837
2024-12-13,MAT_09,735,10102
2024-12-14,MAT_09,660,9442
2024-12-15,MAT_09,756,8686
2024-12-16,MAT_09,834,7852
2024-12-17,MAT_09,777,7075
2024-12-18,MAT_09,999,6076
2024-12-19,MAT_09,807,5269
2024-12-20,MAT_09,649,4620
2024-12-21,MAT_09,560,17109
2024-12-22,MAT_09,716,16393
2024-12-23,MAT_09,752,15641
2024-12-24,MAT_09,743,14898
2024-12-25,MAT_09,944,13954
2024-12-26,MAT_09,865,13089
2024-12-27,MAT_09,785,12304
2024-12-28,MAT_09,677,11627
2024-12-29,MAT_09,920,10707
2024-12-30,MAT_09,911,9796
2024-12-31,MAT_09,929,8867
2025-01-01,MAT_09,995,7872
2025-01-02,MAT_09,1057,6815
2025-01-03,MAT_09,908,5907
2025-01-04,MAT_09,636,5271
2025-01-05,MAT_09,702,4569
2025-01-06,MAT_09,824,3745
2025-01-07,MAT_09,960,15834
2025-01-08,MAT_09,975,14859
2025-01-09,MAT_09,963,13896
2025-01-10,MAT_09,915,12981
2025-01-11,MAT_09,862,12119
2025-01-12,MAT_09,784,11335
2025-01-13,MAT_09,776,10559
2025-01-14,MAT_09,933,9626
2025-01-15,MAT_09,1007,8619
2025-01-16,MAT_09,877,7742
2025-01-17,MAT_09,975,6767
2025-01-18,MAT_09,706,6061
2025-01-19,MAT_09,891,5170
2025-01-20,MAT_09,797,4373
2025-01-21,MAT_09,1106,3267
2025-01-22,MAT_09,1065,15251
2025-01-23,MAT_09,1142,14109
2025-01-24,MAT_09,802,13307
2025-01-25,MAT_09,784,12523
2025-01-26,MAT_09,830,11693
2025-01-27,MAT_09,954,10739
2025-01-28,MAT_09,1043,9696
2025-01-29,MAT_09,1073,8623
2025-01-30,MAT_09,1004,7619
2025-01-31,MAT_09,744,6875
2025-02-01,MAT_09,943,5932
2025-02-02,MAT_09,1134,4798
2025-02-03,MAT_09,1016,3782
2025-02-04,MAT_09,996,2786
2025-02-05,MAT_09,1033,14802
2025-02-06,MAT_09,1109,13693
2025-02-07,MAT_09,979,12714
2025-02-08,MAT_09,853,11861
2025-02-09,MAT_09,972,10889
2025-02-10,MAT_09,831,10058
2025-02-11,MAT_09,1181,8877
2025-02-12,MAT_09,1165,7712
2025-02-13,MAT_09,989,6723
2025-02-14,MAT_09,841,5882
2025-02-15,MAT_09,908,4974
2025-02-16,MAT_09,1048,3926
2025-02-17,MAT_09,1010,2916
2025-02-18,MAT_09,1060,14905
2025-02-19,MAT_09,2547,12358
2025-02-20,MAT_09,2706,9652
2025-02-21,MAT_09,2205,7447
2025-02-22,MAT_09,2078,5369
2025-02-23,MAT_09,2266,3103
2025-02-24,MAT_09,2350,753
2025-02-25,MAT_09,1083,0
2025-02-26,MAT_09,1026,0
2025-02-27,MAT_09,1029,0
2025-02-28,MAT_09,902,12147
2025-03-01,MAT_09,987,11160
2025-03-02,MAT_09,1026,10134
2025-03-03,MAT_09,1076,9058
2025-03-04,MAT_09,1054,8004
2025-03-05,MAT_09,1347,6657
2025-03-06,MAT_09,1086,5571
2025-03-07,MAT_09,1063,4508
2025-03-08,MAT_09,946,3562
2025-03-09,MAT_09,986,2576
2025-03-10,MAT_09,1121,14504
2025-03-11,MAT_09,1115,13389
2025-03-12,MAT_09,1315,12074
2025-03-13,MAT_09,995,11079
2025-03-14,MAT_09,930,10149
2025-03-15,MAT_09,1063,9086
2025-03-16,MAT_09,1028,8058
2025-03-17,MAT_09,1301,6757
2025-03-18,MAT_09,1189,5568
2025-03-19,MAT_09,1357,4211
2025-03-20,MAT_09,978,3233
2025-03-21,MAT_09,904,2329
2025-03-22,MAT_09,1035,14343
2025-03-23,MAT_09,831,13512
2025-03-24,MAT_09,1068,12444
2025-03-25,MAT_09,1289,11155
2025-03-26,MAT_09,1257,9898
2025-03-27,MAT_09,1144,8754
2025-03-28,MAT_09,991,7763
2025-03-29,MAT_09,977,6786
2025-03-30,MAT_09,1035,5751
2025-03-31,MAT_09,1030,4721
2025-04-01,MAT_09,1222,3499
2025-04-02,MAT_09,1308,2191
2025-04-03,MAT_09,1125,1066
2025-04-04,MAT_09,1037,29
2025-04-05,MAT_09,1002,0
2025-04-06,MAT_09,1033,0
2025-04-07,MAT_09,1163,0
2025-04-08,MAT_09,1100,0
2025-04-09,MAT_09,1167,0
2025-04-10,MAT_09,1099,11950
2025-04-11,MAT_09,949,11001
2025-04-12,MAT_09,800,10201
2025-04-13,MAT_09,698,9503
2025-04-14,MAT_09,1186,8317
2025-04-15,MAT_09,1048,7269
2025-04-16,MAT_09,1344,5925
2025-04-17,MAT_09,1200,4725
2025-04-18,MAT_09,987,3738
2025-04-19,MAT_09,1004,2734
2025-04-20,MAT_09,1011,14772
2025-04-21,MAT_09,979,13793
2025-04-22,MAT_09,1174,12619
2025-04-23,MAT_09,1114,11505
2025-04-24,MAT_09,1185,10320
2025-04-25,MAT_09,951,9369
2025-04-26,MAT_09,932,8437
2025-04-27,MAT_09,952,7485
2025-04-28,MAT_09,1075,6410
2025-04-29,MAT_09,1310,5100
2025-04-30,MAT_09,1168,3932
2025-05-01,MAT_09,1222,2710
2025-05-02,MAT_09,1043,1667
2025-05-03,MAT_09,1052,615
2025-05-04,MAT_09,922,0
2025-05-05,MAT_09,1112,0
2025-05-06,MAT_09,1147,0
2025-05-07,MAT_09,915,0
2025-05-08,MAT_09,1007,12042
2025-05-09,MAT_09,1037,11005
2025-05-10,MAT_09,959,10046
2025-05-11,MAT_09,824,9222
2025-05-12,MAT_09,1055,8167
2025-05-13,MAT_09,1179,6988
2025-05-14,MAT_09,1155,5833
2025-05-15,MAT_09,1149,4684
2025-05-16,MAT_09,1021,3663
2025-05-17,MAT_09,893,2770
2025-05-18,MAT_09,874,14945
2025-05-19,MAT_09,1109,13836
2025-05-20,MAT_09,1158,12678
2025-05-21,MAT_09,1019,11659
2025-05-22,MAT_09,1085,10574
2025-05-23,MAT_09,850,9724
2025-05-24,MAT_09,793,8931
2025-05-25,MAT_09,842,8089
2025-05-26,MAT_09,1002,7087
2025-05-27,MAT_09,1129,5958
2025-05-28,MAT_09,1083,4875
2025-05-29,MAT_09,1013,3862
2025-05-30,MAT_09,885,2977
2025-05-31,MAT_09,946,15080
2025-06-01,MAT_09,629,14451
2025-06-02,MAT_09,949,13502
2025-06-03,MAT_09,1209,12293
2025-06-04,MAT_09,1141,11152
2025-06-05,MAT_09,1133,10019
2025-06-06,MAT_09,729,9290
2025-06-07,MAT_09,724,8566
2025-06-08,MAT_09,898,7668
2025-06-09,MAT_09,1087,6581
2025-06-10,MAT_09,951,5630
2025-06-11,MAT_09,1039,4591
2025-06-12,MAT_09,1033,3558
2025-06-13,MAT_09,755,15852
2025-06-14,MAT_09,853,14999
2025-06-15,MAT_09,596,14403
2025-06-16,MAT_09,970,13433
2025-06-17,MAT_09,939,12494
2025-06-18,MAT_09,1008,11486
2025-06-19,MAT_09,1030,10456
2025-06-20,MAT_09,895,9561
2025-06-21,MAT_09,781,8780
2025-06-22,MAT_09,888,7892
2025-06-23,MAT_09,754,7138
2025-06-24,MAT_09,1018,6120
2025-06-25,MAT_09,953,5167
2025-06-26,MAT_09,1027,4140
2025-06-27,MAT_09,890,3250
2025-06-28,MAT_09,819,15480
2025-06-29,MAT_09,920,14560
2025-06-30,MAT_09,974,13586
2025-07-01,MAT_09,960,12626
2025-07-02,MAT_09,995,11631
2025-07-03,MAT_09,973,10658
2025-07-04,MAT_09,816,9842
2025-07-05,MAT_09,791,9051
2025-07-06,MAT_09,557,8494
2025-07-07,MAT_09,1013,7481
2025-07-08,MAT_09,953,6528
2025-07-09,MAT_09,828,5700
2025-07-10,MAT_09,815,4885
2025-07-11,MAT_09,593,4292
2025-07-12,MAT_09,609,16732
2025-07-13,MAT_09,713,16019
2025-07-14,MAT_09,955,15064
2025-07-15,MAT_09,958,14106
2025-07-16,MAT_09,964,13142
2025-07-17,MAT_09,770,12372
2025-07-18,MAT_09,681,11691
2025-07-19,MAT_09,613,11078
2025-07-20,MAT_09,638,10440
2025-07-21,MAT_09,768,9672
2025-07-22,MAT_09,873,8799
2025-07-23,MAT_09,889,7910
2025-07-24,MAT_09,786,7124
2025-07-25,MAT_09,739,6385
2025-07-26,MAT_09,626,5759
2025-07-27,MAT_09,537,5222
2025-07-28,MAT_09,777,4445
2025-07-29,MAT_09,863,16631
2025-07-30,MAT_09,757,15874
2025-07-31,MAT_09,769,15105
2025-08-01,MAT_09,756,14349
2025-08-02,MAT_09,532,13817
2025-08-03,MAT_09,544,13273
2025-08-04,MAT_09,723,12550
2025-08-05,MAT_09,904,11646
2025-08-06,MAT_09,1030,10616
2025-08-07,MAT_09,856,9760
2025-08-08,MAT_09,777,8983
2025-08-09,MAT_09,639,8344
2025-08-10,MAT_09,572,7772
2025-08-11,MAT_09,787,6985
2025-08-12,MAT_09,822,6163
2025-08-13,MAT_09,885,5278
2025-08-14,MAT_09,696,4582
2025-08-15,MAT_09,703,16928
2025-08-16,MAT_09,579,16349
2025-08-17,MAT_09,632,15717
2025-08-18,MAT_09,704,15013
2025-08-19,MAT_09,787,14226
2025-08-20,MAT_09,876,13350
2025-08-21,MAT_09,725,12625
2025-08-22,MAT_09,507,12118
2025-08-23,MAT_09,409,11709
2025-08-24,MAT_09,611,11098
2025-08-25,MAT_09,656,10442
2025-08-26,MAT_09,644,9798
2025-08-27,MAT_09,827,8971
2025-08-28,MAT_09,737,8234
2025-08-29,MAT_09,586,7648
2025-08-30,MAT_09,578,7070
2025-08-31,MAT_09,695,6375
2025-09-01,MAT_09,792,5583
2025-09-02,MAT_09,793,4790
2025-09-03,MAT_09,797,17042
2025-09-04,MAT_09,745,16297
2025-09-05,MAT_09,644,15653
2025-09-06,MAT_09,521,15132
2025-09-07,MAT_09,584,14548
2025-09-08,MAT_09,532,14016
2025-09-09,MAT_09,777,13239
2025-09-10,MAT_09,835,12404
2025-09-11,MAT_09,679,11725
2025-09-12,MAT_09,599,11126
2025-09-13,MAT_09,439,10687
2025-09-14,MAT_09,451,10236
2025-09-15,MAT_09,679,9557
2025-09-16,MAT_09,698,8859
2025-09-17,MAT_09,631,8228
2025-09-18,MAT_09,618,7610
2025-09-19,MAT_09,516,7094
2025-09-20,MAT_09,596,6498
2025-09-21,MAT_09,569,5929
2025-09-22,MAT_09,579,18399
2025-09-23,MAT_09,705,17694
2025-09-24,MAT_09,895,16799
2025-09-25,MAT_09,792,16007
2025-09-26,MAT_09,499,15508
2025-09-27,MAT_09,627,14881
2025-09-28,MAT_09,544,14337
2025-09-29,MAT_09,722,13615
2025-09-30,MAT_09,740,12875
2025-10-01,MAT_09,883,11992
2025-10-02,MAT_09,608,11384
2025-10-03,MAT_09,574,10810
2025-10-04,MAT_09,631,10179
2025-10-05,MAT_09,343,9836
2025-10-06,MAT_09,649,9187
2025-10-07,MAT_09,722,8465
2025-10-08,MAT_09,841,7624
2025-10-09,MAT_09,804,6820
2025-10-10,MAT_09,662,6158
2025-10-11,MAT_09,550,5608
2025-10-12,MAT_09,558,18099
2025-10-13,MAT_09,627,17472
2025-10-14,MAT_09,778,16694
2025-10-15,MAT_09,913,15781
2025-10-16,MAT_09,1366,14415
2025-10-17,MAT_09,1207,13208
2025-10-18,MAT_09,1120,12088
2025-10-19,MAT_09,1374,10714
2025-10-20,MAT_09,684,10030
2025-10-21,MAT_09,853,9177
2025-10-22,MAT_09,884,8293
2025-10-23,MAT_09,776,7517
2025-10-24,MAT_09,520,6997
2025-10-25,MAT_09,688,6309
2025-10-26,MAT_09,694,5615
2025-10-27,MAT_09,680,4935
2025-10-28,MAT_09,658,17326
2025-10-29,MAT_09,669,16657
2025-10-30,MAT_09,758,15899
2025-10-31,MAT_09,564,15335
2025-11-01,MAT_09,407,14928
2025-11-02,MAT_09,446,14482
2025-11-03,MAT_09,646,13836
2025-11-04,MAT_09,808,13028
2025-11-05,MAT_09,941,12087
2025-11-06,MAT_09,792,11295
2025-11-07,MAT_09,606,10689
2025-11-08,MAT_09,604,10085
2025-11-09,MAT_09,624,9461
2025-11-10,MAT_09,767,8694
2025-11-11,MAT_09,804,7890
2025-11-12,MAT_09,925,6965
2025-11-13,MAT_09,838,6127
2025-11-14,MAT_09,663,5464
2025-11-15,MAT_09,578,4886
2025-11-16,MAT_09,696,17239
2025-11-17,MAT_09,658,16581
2025-11-18,MAT_09,694,15887
2025-11-19,MAT_09,722,15165
2025-11-20,MAT_09,716,14449
2025-11-21,MAT_09,733,13716
2025-11-22,MAT_09,571,13145
2025-11-23,MAT_09,653,12492
2025-11-24,MAT_09,698,11794
2025-11-25,MAT_09,803,10991
2025-11-26,MAT_09,785,10206
2025-11-27,MAT_09,798,9408
2025-11-28,MAT_09,681,8727
2025-11-29,MAT_09,665,8062
2025-11-30,MAT_09,682,7380
2025-12-01,MAT_09,745,6635
2025-12-02,MAT_09,737,5898
2025-12-03,MAT_09,989,4909
2025-12-04,MAT_09,822,17136
2025-12-05,MAT_09,726,16410
2025-12-06,MAT_09,791,15619
2025-12-07,MAT_09,760,14859
2025-12-08,MAT_09,825,14034
2025-12-09,MAT_09,891,13143
2025-12-10,MAT_09,919,12224
2025-12-11,MAT_09,874,11350
2025-12-12,MAT_09,779,10571
2025-12-13,MAT_09,825,9746
2025-12-14,MAT_09,920,8826
2025-12-15,MAT_09,836,7990
2025-12-16,MAT_09,729,7261
2025-12-17,MAT_09,862,6399
2025-12-18,MAT_09,1036,5363
2025-12-19,MAT_09,831,4532
2025-12-20,MAT_09,739,3793
2025-12-21,MAT_09,716,16126
2025-12-22,MAT_09,733,15393
2025-12-23,MAT_09,1088,14305
2025-12-24,MAT_09,899,13406
2025-12-25,MAT_09,968,12438
2025-12-26,MAT_09,681,11757
2025-12-27,MAT_09,709,11048
2025-12-28,MAT_09,843,10205
2025-12-29,MAT_09,841,9364
2025-12-30,MAT_09,936,8428
2024-01-01,MAT_10,294,7930
2024-01-02,MAT_10,290,7640
2024-01-03,MAT_10,294,7346
2024-01-04,MAT_10,338,7008
2024-01-05,MAT_10,267,6741
2024-01-06,MAT_10,278,6463
2024-01-07,MAT_10,300,6163
2024-01-08,MAT_10,338,5825
2024-01-09,MAT_10,291,5534
2024-01-10,MAT_10,328,5206
2024-01-11,MAT_10,341,4865
2024-01-12,MAT_10,305,4560
2024-01-13,MAT_10,332,4228
2024-01-14,MAT_10,249,3979
2024-01-15,MAT_10,346,3633
2024-01-16,MAT_10,358,3275
2024-01-17,MAT_10,308,2967
2024-01-18,MAT_10,318,2649
2024-01-19,MAT_10,305,2344
2024-01-20,MAT_10,224,2120
2024-01-21,MAT_10,223,1897
2024-01-22,MAT_10,268,1629
2024-01-23,MAT_10,363,1266
2024-01-24,MAT_10,351,5321
2024-01-25,MAT_10,324,4997
2024-01-26,MAT_10,288,4709
2024-01-27,MAT_10,241,4468
2024-01-28,MAT_10,279,4189
2024-01-29,MAT_10,274,3915
2024-01-30,MAT_10,398,3517
2024-01-31,MAT_10,423,3094
2024-02-01,MAT_10,282,2812
2024-02-02,MAT_10,299,2513
2024-02-03,MAT_10,278,2235
2024-02-04,MAT_10,295,1940
2024-02-05,MAT_10,365,1575
2024-02-06,MAT_10,357,1218
2024-02-07,MAT_10,378,5246
2024-02-08,MAT_10,445,4801
2024-02-09,MAT_10,317,4484
